date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:50:17	189474/189474	---M--	200	added ('OK')	image/jpeg	etag:%22656e6250-2e422%22	https://voldorel.github.io/images/Art/2d/117.jpg	D:/Finalize%20Portfolio/Finalize/voldorel.github.io/images/Art/2d/117.jpg	(from https://voldorel.github.io/)
22:50:18	79005/79005	---M--	200	added ('OK')	image/jpeg	etag:%22656e6250-1349d%22	https://voldorel.github.io/images/Art/2d/114.jpg	D:/Finalize%20Portfolio/Finalize/voldorel.github.io/images/Art/2d/114.jpg	(from https://voldorel.github.io/)
22:50:18	76463/76463	---M--	200	added ('OK')	image/jpeg	etag:%22656e6250-12aaf%22	https://voldorel.github.io/images/Art/2d/116.jpg	D:/Finalize%20Portfolio/Finalize/voldorel.github.io/images/Art/2d/116.jpg	(from https://voldorel.github.io/)
22:50:18	92234/92234	---M--	200	added ('OK')	image/jpeg	etag:%22656e6250-1684a%22	https://voldorel.github.io/images/Art/2d/115.jpg	D:/Finalize%20Portfolio/Finalize/voldorel.github.io/images/Art/2d/115.jpg	(from https://voldorel.github.io/)
22:50:18	84399/84399	---M--	200	added ('OK')	image/jpeg	etag:%22656e6250-149af%22	https://voldorel.github.io/images/Art/2d/118.jpg	D:/Finalize%20Portfolio/Finalize/voldorel.github.io/images/Art/2d/118.jpg	(from https://voldorel.github.io/)
22:50:19	114095/114095	---M--	200	added ('OK')	image/jpeg	etag:%22656e6250-1bdaf%22	https://voldorel.github.io/images/Art/2d/120.jpg	D:/Finalize%20Portfolio/Finalize/voldorel.github.io/images/Art/2d/120.jpg	(from https://voldorel.github.io/)
22:50:19	123314/123314	---M--	200	added ('OK')	image/jpeg	etag:%22656e6250-1e1b2%22	https://voldorel.github.io/images/Art/2d/122.jpg	D:/Finalize%20Portfolio/Finalize/voldorel.github.io/images/Art/2d/122.jpg	(from https://voldorel.github.io/)
22:50:19	149247/149247	---M--	200	added ('OK')	image/jpeg	etag:%22656e6250-246ff%22	https://voldorel.github.io/images/Art/2d/125.jpg	D:/Finalize%20Portfolio/Finalize/voldorel.github.io/images/Art/2d/125.jpg	(from https://voldorel.github.io/)
22:50:19	25325/25325	---M--	200	added ('OK')	image/jpeg	etag:%22656e6250-62ed%22	https://voldorel.github.io/images/Art/2d/126.jpg	D:/Finalize%20Portfolio/Finalize/voldorel.github.io/images/Art/2d/126.jpg	(from https://voldorel.github.io/)
22:50:20	80099/80099	---M--	200	added ('OK')	image/jpeg	etag:%22656e6250-138e3%22	https://voldorel.github.io/images/Art/2d/127.jpg	D:/Finalize%20Portfolio/Finalize/voldorel.github.io/images/Art/2d/127.jpg	(from https://voldorel.github.io/)
22:50:20	82633/82633	---M--	200	added ('OK')	image/jpeg	etag:%22656e6250-142c9%22	https://voldorel.github.io/images/Art/2d/111.jpg	D:/Finalize%20Portfolio/Finalize/voldorel.github.io/images/Art/2d/111.jpg	(from https://voldorel.github.io/)
22:50:20	119154/119154	---M--	200	added ('OK')	image/jpeg	etag:%22656e6250-1d172%22	https://voldorel.github.io/images/Art/2d/112.jpg	D:/Finalize%20Portfolio/Finalize/voldorel.github.io/images/Art/2d/112.jpg	(from https://voldorel.github.io/)
22:50:20	58734/58734	---M--	200	added ('OK')	image/jpeg	etag:%22656e6250-e56e%22	https://voldorel.github.io/images/Art/2d/113.jpg	D:/Finalize%20Portfolio/Finalize/voldorel.github.io/images/Art/2d/113.jpg	(from https://voldorel.github.io/)
22:50:21	169193/169193	---M--	200	added ('OK')	image/jpeg	etag:%22656e6250-294e9%22	https://voldorel.github.io/images/Art/3d/124.jpg	D:/Finalize%20Portfolio/Finalize/voldorel.github.io/images/Art/3d/124.jpg	(from https://voldorel.github.io/)
22:50:21	94110/94110	---M--	200	added ('OK')	image/jpeg	etag:%22656e6250-16f9e%22	https://voldorel.github.io/images/Art/3d/123.jpg	D:/Finalize%20Portfolio/Finalize/voldorel.github.io/images/Art/3d/123.jpg	(from https://voldorel.github.io/)
22:50:21	473418/473418	---M--	200	added ('OK')	image/png	etag:%22656e6250-7394a%22	https://voldorel.github.io/images/Art/3d/119.png	D:/Finalize%20Portfolio/Finalize/voldorel.github.io/images/Art/3d/119.png	(from https://voldorel.github.io/)
22:50:21	1648809/1648809	---M--	200	added ('OK')	image/png	etag:%22656e6250-1928a9%22	https://voldorel.github.io/images/Art/3d/114.png	D:/Finalize%20Portfolio/Finalize/voldorel.github.io/images/Art/3d/114.png	(from https://voldorel.github.io/)
22:50:21	73281/73281	---M--	200	added ('OK')	image/jpeg	etag:%22656e6250-11e41%22	https://voldorel.github.io/images/Art/3d/120.jpg	D:/Finalize%20Portfolio/Finalize/voldorel.github.io/images/Art/3d/120.jpg	(from https://voldorel.github.io/)
22:50:22	184684/184684	---M--	200	added ('OK')	image/jpeg	etag:%22656e6250-2d16c%22	https://voldorel.github.io/images/Art/3d/121.jpg	D:/Finalize%20Portfolio/Finalize/voldorel.github.io/images/Art/3d/121.jpg	(from https://voldorel.github.io/)
22:50:22	327924/327924	---M--	200	added ('OK')	image/png	etag:%22656e6250-500f4%22	https://voldorel.github.io/images/Art/3d/118.png	D:/Finalize%20Portfolio/Finalize/voldorel.github.io/images/Art/3d/118.png	(from https://voldorel.github.io/)
22:50:22	2940118/2940118	---M--	200	added ('OK')	image/png	etag:%22656e6250-2cdcd6%22	https://voldorel.github.io/images/Art/3d/115.png	D:/Finalize%20Portfolio/Finalize/voldorel.github.io/images/Art/3d/115.png	(from https://voldorel.github.io/)
22:50:22	467818/467818	---M--	200	added ('OK')	image/png	etag:%22656e6250-7236a%22	https://voldorel.github.io/images/Art/3d/116.png	D:/Finalize%20Portfolio/Finalize/voldorel.github.io/images/Art/3d/116.png	(from https://voldorel.github.io/)
22:50:23	318815/318815	---M--	200	added ('OK')	image/png	etag:%22656e6250-4dd5f%22	https://voldorel.github.io/images/Art/3d/117.png	D:/Finalize%20Portfolio/Finalize/voldorel.github.io/images/Art/3d/117.png	(from https://voldorel.github.io/)
22:50:23	512774/512774	---M--	200	added ('OK')	image/png	etag:%22656e6250-7d306%22	https://voldorel.github.io/images/Art/3d/111.png	D:/Finalize%20Portfolio/Finalize/voldorel.github.io/images/Art/3d/111.png	(from https://voldorel.github.io/)
22:50:23	623853/623853	---M--	200	added ('OK')	image/png	etag:%22656e6250-984ed%22	https://voldorel.github.io/images/Art/3d/128.png	D:/Finalize%20Portfolio/Finalize/voldorel.github.io/images/Art/3d/128.png	(from https://voldorel.github.io/)
22:50:23	1254388/1254388	---M--	200	added ('OK')	image/png	etag:%22656e6250-1323f4%22	https://voldorel.github.io/images/Art/3d/125.png	D:/Finalize%20Portfolio/Finalize/voldorel.github.io/images/Art/3d/125.png	(from https://voldorel.github.io/)
22:50:24	210576/210576	---M--	200	added ('OK')	image/png	etag:%22656e6250-33690%22	https://voldorel.github.io/images/Art/3d/126.png	D:/Finalize%20Portfolio/Finalize/voldorel.github.io/images/Art/3d/126.png	(from https://voldorel.github.io/)
22:50:24	1237263/1237263	---M--	200	added ('OK')	image/png	etag:%22656e6250-12e10f%22	https://voldorel.github.io/images/Art/3d/113.png	D:/Finalize%20Portfolio/Finalize/voldorel.github.io/images/Art/3d/113.png	(from https://voldorel.github.io/)
22:50:24	125791/125791	---M--	200	added ('OK')	image/jpeg	etag:%22656e6250-1eb5f%22	https://voldorel.github.io/images/Art/3d/112.jpg	D:/Finalize%20Portfolio/Finalize/voldorel.github.io/images/Art/3d/112.jpg	(from https://voldorel.github.io/)
22:50:24	1607247/1607247	---M--	200	added ('OK')	image/png	etag:%22656e6250-18864f%22	https://voldorel.github.io/images/Art/3d/122.png	D:/Finalize%20Portfolio/Finalize/voldorel.github.io/images/Art/3d/122.png	(from https://voldorel.github.io/)
22:50:25	326550/326550	---M--	200	added ('OK')	image/png	etag:%22656e6250-4fb96%22	https://voldorel.github.io/images/Art/3d/129.png	D:/Finalize%20Portfolio/Finalize/voldorel.github.io/images/Art/3d/129.png	(from https://voldorel.github.io/)
22:50:25	89501/89501	---M-Z	200	added ('OK')	application/javascript	etag:W/%22656e6250-15d9d%22	https://voldorel.github.io/assets/js/jquery.min.js	D:/Finalize%20Portfolio/Finalize/voldorel.github.io/assets/js/jquery.min.js	(from https://voldorel.github.io/)
22:50:25	2050/2050	---M-Z	200	added ('OK')	application/javascript	etag:W/%22656e6250-802%22	https://voldorel.github.io/assets/js/browser.min.js	D:/Finalize%20Portfolio/Finalize/voldorel.github.io/assets/js/browser.min.js	(from https://voldorel.github.io/)
22:50:25	2438/2438	---M-Z	200	added ('OK')	application/javascript	etag:W/%22656e6250-986%22	https://voldorel.github.io/assets/js/breakpoints.min.js	D:/Finalize%20Portfolio/Finalize/voldorel.github.io/assets/js/breakpoints.min.js	(from https://voldorel.github.io/)
22:50:26	11847/11847	---M-Z	200	added ('OK')	application/javascript	etag:W/%22656e6250-2e47%22	https://voldorel.github.io/assets/js/util.js	D:/Finalize%20Portfolio/Finalize/voldorel.github.io/assets/js/util.js	(from https://voldorel.github.io/)
22:50:26	8035/8035	---M-Z	200	added ('OK')	application/javascript	etag:W/%22656e6250-1f63%22	https://voldorel.github.io/assets/js/main.js	D:/Finalize%20Portfolio/Finalize/voldorel.github.io/assets/js/main.js	(from https://voldorel.github.io/)
22:50:26	59401/59401	---M-Z	200	added ('OK')	text/css	etag:W/%22656e6250-e809%22	https://voldorel.github.io/assets/css/fontawesome-all.min.css	D:/Finalize%20Portfolio/Finalize/voldorel.github.io/assets/css/fontawesome-all.min.css	(from https://voldorel.github.io/assets/css/main.css)
22:50:26	4385/4385	---M--	200	added ('OK')	image/png	etag:%22656e6250-1121%22	https://voldorel.github.io/images/overlay.png	D:/Finalize%20Portfolio/Finalize/voldorel.github.io/images/overlay.png	(from https://voldorel.github.io/assets/css/main.css)
22:50:27	58041/58041	---M--	200	added ('OK')	image/jpeg	etag:%22656e6250-e2b9%22	https://voldorel.github.io/images/bg.jpg	D:/Finalize%20Portfolio/Finalize/voldorel.github.io/images/bg.jpg	(from https://voldorel.github.io/assets/css/main.css)
22:50:27	134294/134294	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22656e6250-20c96%22	https://voldorel.github.io/assets/webfonts/fa-brands-400.eot	D:/Finalize%20Portfolio/Finalize/voldorel.github.io/assets/webfonts/fa-brands-400.eot	(from https://voldorel.github.io/assets/css/fontawesome-all.min.css)
22:50:27	134294/134294	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22656e6250-20c96%22	https://voldorel.github.io/assets/webfonts/fa-brands-400.eot?	D:/Finalize%20Portfolio/Finalize/voldorel.github.io/assets/webfonts/fa-brands-400d41d.eot	(from https://voldorel.github.io/assets/css/fontawesome-all.min.css)
22:50:27	76736/76736	---M--	200	added ('OK')	font/woff2	etag:%22656e6250-12bc0%22	https://voldorel.github.io/assets/webfonts/fa-brands-400.woff2	D:/Finalize%20Portfolio/Finalize/voldorel.github.io/assets/webfonts/fa-brands-400.woff2	(from https://voldorel.github.io/assets/css/fontawesome-all.min.css)
22:50:28	89988/89988	---M--	200	added ('OK')	font/woff	etag:%22656e6250-15f84%22	https://voldorel.github.io/assets/webfonts/fa-brands-400.woff	D:/Finalize%20Portfolio/Finalize/voldorel.github.io/assets/webfonts/fa-brands-400.woff	(from https://voldorel.github.io/assets/css/fontawesome-all.min.css)
22:50:28	133988/133988	---M-Z	200	added ('OK')	font/ttf	etag:W/%22656e6250-20b64%22	https://voldorel.github.io/assets/webfonts/fa-brands-400.ttf	D:/Finalize%20Portfolio/Finalize/voldorel.github.io/assets/webfonts/fa-brands-400.ttf	(from https://voldorel.github.io/assets/css/fontawesome-all.min.css)
22:50:29	747927/747927	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22656e6250-b6997%22	https://voldorel.github.io/assets/webfonts/fa-brands-400.svg	D:/Finalize%20Portfolio/Finalize/voldorel.github.io/assets/webfonts/fa-brands-400.svg	(from https://voldorel.github.io/assets/css/fontawesome-all.min.css)
22:50:29	34034/34034	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22656e6250-84f2%22	https://voldorel.github.io/assets/webfonts/fa-regular-400.eot	D:/Finalize%20Portfolio/Finalize/voldorel.github.io/assets/webfonts/fa-regular-400.eot	(from https://voldorel.github.io/assets/css/fontawesome-all.min.css)
22:50:29	34034/34034	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22656e6250-84f2%22	https://voldorel.github.io/assets/webfonts/fa-regular-400.eot?	D:/Finalize%20Portfolio/Finalize/voldorel.github.io/assets/webfonts/fa-regular-400d41d.eot	(from https://voldorel.github.io/assets/css/fontawesome-all.min.css)
22:50:30	13224/13224	---M--	200	added ('OK')	font/woff2	etag:%22656e6250-33a8%22	https://voldorel.github.io/assets/webfonts/fa-regular-400.woff2	D:/Finalize%20Portfolio/Finalize/voldorel.github.io/assets/webfonts/fa-regular-400.woff2	(from https://voldorel.github.io/assets/css/fontawesome-all.min.css)
22:50:30	16276/16276	---M--	200	added ('OK')	font/woff	etag:%22656e6250-3f94%22	https://voldorel.github.io/assets/webfonts/fa-regular-400.woff	D:/Finalize%20Portfolio/Finalize/voldorel.github.io/assets/webfonts/fa-regular-400.woff	(from https://voldorel.github.io/assets/css/fontawesome-all.min.css)
22:50:30	33736/33736	---M-Z	200	added ('OK')	font/ttf	etag:W/%22656e6250-83c8%22	https://voldorel.github.io/assets/webfonts/fa-regular-400.ttf	D:/Finalize%20Portfolio/Finalize/voldorel.github.io/assets/webfonts/fa-regular-400.ttf	(from https://voldorel.github.io/assets/css/fontawesome-all.min.css)
22:50:30	144714/144714	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22656e6250-2354a%22	https://voldorel.github.io/assets/webfonts/fa-regular-400.svg	D:/Finalize%20Portfolio/Finalize/voldorel.github.io/assets/webfonts/fa-regular-400.svg	(from https://voldorel.github.io/assets/css/fontawesome-all.min.css)
22:50:31	203030/203030	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22656e6250-31916%22	https://voldorel.github.io/assets/webfonts/fa-solid-900.eot	D:/Finalize%20Portfolio/Finalize/voldorel.github.io/assets/webfonts/fa-solid-900.eot	(from https://voldorel.github.io/assets/css/fontawesome-all.min.css)
22:50:31	203030/203030	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22656e6250-31916%22	https://voldorel.github.io/assets/webfonts/fa-solid-900.eot?	D:/Finalize%20Portfolio/Finalize/voldorel.github.io/assets/webfonts/fa-solid-900d41d.eot	(from https://voldorel.github.io/assets/css/fontawesome-all.min.css)
22:50:31	78268/78268	---M--	200	added ('OK')	font/woff2	etag:%22656e6250-131bc%22	https://voldorel.github.io/assets/webfonts/fa-solid-900.woff2	D:/Finalize%20Portfolio/Finalize/voldorel.github.io/assets/webfonts/fa-solid-900.woff2	(from https://voldorel.github.io/assets/css/fontawesome-all.min.css)
22:50:31	101648/101648	---M--	200	added ('OK')	font/woff	etag:%22656e6250-18d10%22	https://voldorel.github.io/assets/webfonts/fa-solid-900.woff	D:/Finalize%20Portfolio/Finalize/voldorel.github.io/assets/webfonts/fa-solid-900.woff	(from https://voldorel.github.io/assets/css/fontawesome-all.min.css)
22:50:32	202744/202744	---M-Z	200	added ('OK')	font/ttf	etag:W/%22656e6250-317f8%22	https://voldorel.github.io/assets/webfonts/fa-solid-900.ttf	D:/Finalize%20Portfolio/Finalize/voldorel.github.io/assets/webfonts/fa-solid-900.ttf	(from https://voldorel.github.io/assets/css/fontawesome-all.min.css)
22:50:32	918991/918991	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22656e6250-e05cf%22	https://voldorel.github.io/assets/webfonts/fa-solid-900.svg	D:/Finalize%20Portfolio/Finalize/voldorel.github.io/assets/webfonts/fa-solid-900.svg	(from https://voldorel.github.io/assets/css/fontawesome-all.min.css)
